INFO - main_ImageNet.py - 2025-05-07 17:53:07,131 - Using device: cuda
INFO - main_ImageNet.py - 2025-05-07 17:53:07,131 - Writing log file to run/logs/AapmCT_10C
INFO - main_ImageNet.py - 2025-05-07 17:53:07,131 - Exp instance id = 12085
INFO - main_ImageNet.py - 2025-05-07 17:53:07,131 - Exp comment = 
INFO - main_ImageNet.py - 2025-05-07 17:53:07,132 - Config =
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:31,234 - step: 43749, loss: 103460.859375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:31,506 - step: 43750, loss: 184320.453125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:31,780 - step: 43751, loss: 1050236.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:32,050 - step: 43752, loss: 467484.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:32,321 - step: 43753, loss: 1039851.4375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:32,592 - step: 43754, loss: 1493748.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:32,864 - step: 43755, loss: 1036234.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:33,137 - step: 43756, loss: 204626.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:33,407 - step: 43757, loss: 1386870.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:33,678 - step: 43758, loss: 139615.921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:33,949 - step: 43759, loss: 267423.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:34,220 - step: 43760, loss: 1028940.6875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:34,493 - step: 43761, loss: 120582.390625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:34,764 - step: 43762, loss: 1483977.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:35,034 - step: 43763, loss: 737372.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:35,305 - step: 43764, loss: 1376467.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:35,576 - step: 43765, loss: 1477819.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:35,847 - step: 43766, loss: 139110.015625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:36,118 - step: 43767, loss: 281752.21875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:36,389 - step: 43768, loss: 123015.9921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:36,658 - step: 43769, loss: 103498.3203125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:36,928 - step: 43770, loss: 1388978.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:37,200 - step: 43771, loss: 446173.21875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:37,470 - step: 43772, loss: 1554963.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:37,742 - step: 43773, loss: 1554902.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:38,013 - step: 43774, loss: 1552257.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:38,283 - step: 43775, loss: 182868.171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:38,554 - step: 43776, loss: 1556133.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:38,823 - step: 43777, loss: 1016779.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:39,092 - step: 43778, loss: 189853.828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:39,362 - step: 43779, loss: 170098.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:39,631 - step: 43780, loss: 722370.3125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:39,903 - step: 43781, loss: 88543.640625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:40,172 - step: 43782, loss: 1377899.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:40,441 - step: 43783, loss: 1478413.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:40,710 - step: 43784, loss: 1371743.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:40,979 - step: 43785, loss: 108785.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:41,248 - step: 43786, loss: 1235150.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:41,517 - step: 43787, loss: 170543.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:41,786 - step: 43788, loss: 1479829.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:42,056 - step: 43789, loss: 1551391.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:42,325 - step: 43790, loss: 433618.71875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:42,597 - step: 43791, loss: 428544.15625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:42,866 - step: 43792, loss: 170383.6875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:43,136 - step: 43793, loss: 139132.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:43,405 - step: 43794, loss: 1374693.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:43,674 - step: 43795, loss: 1003244.5625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:43,944 - step: 43796, loss: 1368464.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:44,213 - step: 43797, loss: 1471050.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:44,482 - step: 43798, loss: 100438.6484375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:44,751 - step: 43799, loss: 107027.609375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:45,021 - step: 43800, loss: 1367227.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:45,349 - step: 43801, loss: 140125.5625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:45,619 - step: 43802, loss: 124504.3828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:45,888 - step: 43803, loss: 441464.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:46,157 - step: 43804, loss: 88176.3828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:46,426 - step: 43805, loss: 125018.234375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:46,696 - step: 43806, loss: 169011.734375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:46,965 - step: 43807, loss: 114959.6796875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:47,234 - step: 43808, loss: 1000297.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:47,503 - step: 43809, loss: 1367434.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:47,773 - step: 43810, loss: 92041.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:48,045 - step: 43811, loss: 151202.3125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:48,314 - step: 43812, loss: 110766.4921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:48,583 - step: 43813, loss: 94414.2421875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:48,852 - step: 43814, loss: 75536.7265625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:49,122 - step: 43815, loss: 148544.296875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:49,392 - step: 43816, loss: 402645.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:49,662 - step: 43817, loss: 74886.4765625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:49,931 - step: 43818, loss: 986408.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:50,200 - step: 43819, loss: 142526.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:50,469 - step: 43820, loss: 134760.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:50,742 - step: 43821, loss: 103660.9765625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:51,011 - step: 43822, loss: 64020.86328125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:51,280 - step: 43823, loss: 981817.6875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:51,549 - step: 43824, loss: 1468776.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:51,818 - step: 43825, loss: 1212473.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:52,087 - step: 43826, loss: 1463897.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:52,357 - step: 43827, loss: 223979.609375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:52,626 - step: 43828, loss: 1209944.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:52,896 - step: 43829, loss: 966832.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:53,165 - step: 43830, loss: 132530.734375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:53,437 - step: 43831, loss: 678232.6875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:53,706 - step: 43832, loss: 91311.5859375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:53,976 - step: 43833, loss: 674300.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:54,246 - step: 43834, loss: 91830.8671875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:54,515 - step: 43835, loss: 1463672.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:54,784 - step: 43836, loss: 959418.0625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:55,054 - step: 43837, loss: 1200311.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:55,323 - step: 43838, loss: 954060.6875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:55,592 - step: 43839, loss: 134611.5625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:55,862 - step: 43840, loss: 377295.84375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:56,134 - step: 43841, loss: 139523.765625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:56,403 - step: 43842, loss: 135684.734375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:56,673 - step: 43843, loss: 1347433.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:56,943 - step: 43844, loss: 1455458.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:57,213 - step: 43845, loss: 944395.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:57,482 - step: 43846, loss: 163905.671875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:57,752 - step: 43847, loss: 657119.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:58,022 - step: 43848, loss: 71554.1640625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:58,291 - step: 43849, loss: 654107.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:58,561 - step: 43850, loss: 1342665.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:58,832 - step: 43851, loss: 648749.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:59,102 - step: 43852, loss: 1186466.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:59,371 - step: 43853, loss: 1452296.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:59,641 - step: 43854, loss: 139109.109375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:56:59,910 - step: 43855, loss: 1334965.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:00,179 - step: 43856, loss: 1182860.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:00,449 - step: 43857, loss: 1179317.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:00,721 - step: 43858, loss: 1330021.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:00,990 - step: 43859, loss: 1326966.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:01,260 - step: 43860, loss: 1173332.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:01,532 - step: 43861, loss: 136554.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:01,801 - step: 43862, loss: 1444750.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:02,070 - step: 43863, loss: 347044.03125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:02,339 - step: 43864, loss: 1531694.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:02,608 - step: 43865, loss: 82440.328125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:02,879 - step: 43866, loss: 1531288.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:03,148 - step: 43867, loss: 122249.6640625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:03,417 - step: 43868, loss: 109054.453125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:03,688 - step: 43869, loss: 1463425.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:03,957 - step: 43870, loss: 375583.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:04,229 - step: 43871, loss: 86571.453125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:04,498 - step: 43872, loss: 1567180.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:04,768 - step: 43873, loss: 1213972.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:05,038 - step: 43874, loss: 368893.21875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:05,308 - step: 43875, loss: 86650.1171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:05,579 - step: 43876, loss: 82998.8203125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:05,848 - step: 43877, loss: 124312.484375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:06,118 - step: 43878, loss: 1242930.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:06,387 - step: 43879, loss: 98812.3828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:06,657 - step: 43880, loss: 82627.03125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:06,928 - step: 43881, loss: 991311.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:07,198 - step: 43882, loss: 1477865.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:07,467 - step: 43883, loss: 144321.296875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:07,737 - step: 43884, loss: 117269.84375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:08,006 - step: 43885, loss: 655377.0625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:08,275 - step: 43886, loss: 349771.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:08,545 - step: 43887, loss: 115046.171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:08,814 - step: 43888, loss: 95599.4765625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:09,083 - step: 43889, loss: 85047.1171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:09,352 - step: 43890, loss: 84255.4375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:09,625 - step: 43891, loss: 80728.84375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:09,894 - step: 43892, loss: 981636.5625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:10,164 - step: 43893, loss: 1476198.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:10,434 - step: 43894, loss: 1551571.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:10,703 - step: 43895, loss: 140305.390625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:10,972 - step: 43896, loss: 97487.3046875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:11,242 - step: 43897, loss: 346947.78125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:11,512 - step: 43898, loss: 1555672.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:11,781 - step: 43899, loss: 1468387.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:12,050 - step: 43900, loss: 1548594.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:12,379 - step: 43901, loss: 340587.1875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:12,648 - step: 43902, loss: 1339270.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:12,919 - step: 43903, loss: 203236.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:13,188 - step: 43904, loss: 117275.0703125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:13,457 - step: 43905, loss: 116730.4453125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:13,727 - step: 43906, loss: 1460507.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:13,996 - step: 43907, loss: 324436.28125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:14,265 - step: 43908, loss: 124498.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:14,535 - step: 43909, loss: 111621.140625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:14,804 - step: 43910, loss: 1336826.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:15,076 - step: 43911, loss: 110476.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:15,346 - step: 43912, loss: 107561.1015625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:15,617 - step: 43913, loss: 117245.8984375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:15,887 - step: 43914, loss: 1542379.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:16,156 - step: 43915, loss: 1534023.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:16,425 - step: 43916, loss: 91701.4375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:16,696 - step: 43917, loss: 103007.078125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:16,965 - step: 43918, loss: 1332375.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:17,234 - step: 43919, loss: 1445342.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:17,504 - step: 43920, loss: 1443053.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:17,776 - step: 43921, loss: 1161596.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:18,045 - step: 43922, loss: 1441306.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:18,314 - step: 43923, loss: 1315819.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:18,583 - step: 43924, loss: 86023.703125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:18,852 - step: 43925, loss: 302201.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:19,122 - step: 43926, loss: 605381.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:19,391 - step: 43927, loss: 1531956.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:19,660 - step: 43928, loss: 86610.84375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:19,929 - step: 43929, loss: 71691.59375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:20,198 - step: 43930, loss: 101065.2734375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:20,470 - step: 43931, loss: 296490.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:20,740 - step: 43932, loss: 66767.3125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:21,009 - step: 43933, loss: 1438424.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:21,278 - step: 43934, loss: 96106.234375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:21,548 - step: 43935, loss: 80448.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:21,818 - step: 43936, loss: 81324.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:22,087 - step: 43937, loss: 76104.21875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:22,356 - step: 43938, loss: 73702.5546875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:22,626 - step: 43939, loss: 1330612.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:22,896 - step: 43940, loss: 63552.16015625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:23,168 - step: 43941, loss: 63487.67578125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:23,437 - step: 43942, loss: 93380.1796875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:23,706 - step: 43943, loss: 302587.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:23,976 - step: 43944, loss: 909004.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:24,245 - step: 43945, loss: 1150622.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:24,515 - step: 43946, loss: 1525615.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:24,785 - step: 43947, loss: 900027.4375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:25,054 - step: 43948, loss: 1523296.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:25,323 - step: 43949, loss: 91419.890625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:25,592 - step: 43950, loss: 1526715.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:25,864 - step: 43951, loss: 288751.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:26,134 - step: 43952, loss: 1433628.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:26,406 - step: 43953, loss: 1304035.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:26,675 - step: 43954, loss: 889355.5625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:26,945 - step: 43955, loss: 280639.34375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:27,214 - step: 43956, loss: 1300370.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:27,483 - step: 43957, loss: 186689.28125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:27,753 - step: 43958, loss: 1425044.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:28,022 - step: 43959, loss: 1418829.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:28,291 - step: 43960, loss: 874549.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:28,563 - step: 43961, loss: 72348.796875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:28,832 - step: 43962, loss: 270540.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:29,101 - step: 43963, loss: 87733.640625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:29,370 - step: 43964, loss: 265310.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:29,639 - step: 43965, loss: 181707.96875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:29,909 - step: 43966, loss: 1524921.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:30,178 - step: 43967, loss: 1419562.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:30,447 - step: 43968, loss: 1418258.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:30,716 - step: 43969, loss: 72469.3828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:30,985 - step: 43970, loss: 95608.578125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:31,257 - step: 43971, loss: 1523942.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:31,527 - step: 43972, loss: 77189.3359375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:31,796 - step: 43973, loss: 1431346.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:32,065 - step: 43974, loss: 875302.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:32,334 - step: 43975, loss: 1129845.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:32,603 - step: 43976, loss: 1515153.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:32,873 - step: 43977, loss: 862041.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:33,142 - step: 43978, loss: 858597.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:33,411 - step: 43979, loss: 1412227.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:33,680 - step: 43980, loss: 1288619.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:33,952 - step: 43981, loss: 851185.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:34,222 - step: 43982, loss: 251827.15625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:34,491 - step: 43983, loss: 1406948.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:34,762 - step: 43984, loss: 248014.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 17:57:35,031 - step: 43985, loss: 97279.984375
